place_id,name,sector_name,province,lat,lng,business_status,competitor_density,foot_traffic_score,infrastructure_score,income_proxy,transit_stops_nearby,google_rating,review_count,price_level,years_operational,is_chain,has_photos,label
ChIJFTV-ikOl3BkRYewjqFuvSIc,The House of Mandi,CityCenter,Kigali,-1.943796,30.059916,OPERATIONAL,56,10.0,10.0,600000.0,6,4.8,1189,2,7.9,0,1,1
ChIJK7jARACl3BkRJqSsHyATibk,HOME FOOD RESTO BAR,CityCenter,Kigali,-1.945706,30.060657,OPERATIONAL,57,10.0,7.5,350000.0,6,3.5,0,1,0.5,0,1,0
ChIJQ9AUcAal3BkRK9i5pNCtiw8,Cafè Camellia MIC,CityCenter,Kigali,-1.94236,30.060775,OPERATIONAL,56,10.0,10.0,600000.0,6,4.3,118,2,0.8,0,1,1
ChIJQyLQpyGk3BkRrOkwXru0nEY,Mwirembo Bar,CityCenter,Kigali,-1.941983,30.062797,OPERATIONAL,52,10.0,10.0,350000.0,6,4.0,2,1,0.5,0,1,0
ChIJ11CPzrGl3BkRpUEnoNNkwko,Blue Room Restaurant,CityCenter,Kigali,-1.94292,30.059861,OPERATIONAL,56,10.0,9.0,350000.0,6,5.0,3,1,0.5,0,1,0
ChIJdwpqWB-k3BkRocG3_igEvDE,Oxygene,CityCenter,Kigali,-1.941773,30.061576,OPERATIONAL,53,10.0,9.0,350000.0,6,3.9,8,1,0.5,0,1,0
ChIJT6AP5_yl3BkRQ-pwKHG-4tM,Indian Curries Restaurant and Bar,CityCenter,Kigali,-1.945413,30.05988,OPERATIONAL,55,10.0,10.0,350000.0,6,4.7,235,1,1.6,0,1,1
ChIJd-D5PQCl3BkRB2ghsNpiceY,Chef kimaranzara,CityCenter,Kigali,-1.942794,30.059837,OPERATIONAL,56,10.0,7.0,350000.0,6,3.5,0,1,0.5,0,0,0
ChIJ0UeFkF2l3BkRNmAVcQtqpxw,The Syrian House Restaurant مطعم البيت السوري مطعم عربي سوري,CityCenter,Kigali,-1.943165,30.059631,CLOSED_TEMPORARILY,56,10.0,6.0,350000.0,6,3.5,0,1,0.5,0,0,0
ChIJUaIqqiak3BkRHJuj8C3SxyA,Arona,CityCenter,Kigali,-1.946388,30.060904,OPERATIONAL,55,10.0,10.0,350000.0,6,3.8,6,1,0.5,0,1,0
ChIJV5zYNSKk3BkRhhmW0fCsWzI,Pizza Inn,CityCenter,Kigali,-1.943747,30.059422,OPERATIONAL,56,10.0,10.0,350000.0,6,3.9,9,1,0.5,1,1,0
ChIJoRnUIj-l3BkRj3mpk4pkCjY,Quelque Part Resto Bar,CityCenter,Kigali,-1.94277,30.059783,OPERATIONAL,56,10.0,10.0,350000.0,6,3.2,9,1,0.5,0,1,0
ChIJxSjFFkWl3BkRm8qGRaYcO3Q,Yummy-N-Fresh,CityCenter,Kigali,-1.946522,30.061083,OPERATIONAL,55,10.0,10.0,350000.0,6,4.6,11,1,0.5,0,1,0
ChIJSe4bX_Ol3BkRmheq_OfOBoM,Relax Bar & Restaurant,CityCenter,Kigali,-1.94507,30.059539,OPERATIONAL,56,10.0,10.0,350000.0,6,4.3,13,1,0.5,0,1,0
ChIJ3QdK9_Gp3BkRX2AnodGdqKg,Duish bar and grill,Gikondo,Kigali,-2.000003,30.068458,OPERATIONAL,1,0.6,10.0,350000.0,7,4.7,6,1,0.5,0,1,0
ChIJI0kfyTqp3BkRotrafEzb5zc,Le Jardin,Gikondo,Kigali,-1.996237,30.070488,OPERATIONAL,2,0.93,9.0,350000.0,5,3.5,4,1,0.5,0,1,0
ChIJwa5gkquo3BkRcpFz2GDqV3U,Juru Park,Gikondo,Kigali,-1.995248,30.070988,OPERATIONAL,3,1.2,10.0,350000.0,5,3.7,127,1,0.8,0,1,0
ChIJaxztvgCn3BkR2x1eIvJ1L64,Eagle View Lodge,Gikondo,Kigali,-1.992566,30.074116,OPERATIONAL,3,1.33,10.0,350000.0,3,4.6,288,1,1.9,0,1,1
ChIJefVES1qn3BkRm8NMZZt4AD4,Eagle View Restaurant,Gikondo,Kigali,-1.992543,30.074113,OPERATIONAL,3,1.33,10.0,350000.0,3,5.0,12,1,0.5,0,1,0
ChIJK0eSOcap3BkR4jVDhuSwBYE,Icyeza One Coffee Shop,Gikondo,Kigali,-1.994059,30.076649,OPERATIONAL,2,1.0,10.0,350000.0,3,4.9,7,1,0.5,0,1,0
ChIJi6-eR6-n3BkRPmXOqW8NbR8,Hotel Saint Jean Leopold,Kanombe,Kigali,-1.964283,30.140559,OPERATIONAL,0,0.4,10.0,350000.0,5,3.9,95,1,0.6,0,1,1
ChIJZSZ9SACn3BkRqJSwDVXGqOI,Favour Nigerian Special Meal Restaurant,Kanombe,Kigali,-1.973339,30.134701,OPERATIONAL,2,0.87,10.0,350000.0,4,4.1,9,1,0.5,0,1,0
ChIJnWuvewCn3BkR9urUWl7q2as,RwandAir Catering,Kanombe,Kigali,-1.963633,30.135552,OPERATIONAL,3,1.13,9.0,350000.0,4,3.0,1,1,0.5,0,1,0
ChIJZVDpb6Kn3BkRzmPVOesOpiU,Bourbon Coffee,Kanombe,Kigali,-1.96324,30.135047,OPERATIONAL,3,1.13,10.0,600000.0,4,3.9,487,2,3.2,0,1,1
ChIJYWdZo4On3BkRzCgddVxIa9I,Ikaze Bar,Kanombe,Kigali,-1.975135,30.134841,OPERATIONAL,2,0.87,8.5,350000.0,4,3.5,0,1,0.5,0,1,0
ChIJk7zeZACn3BkRgueJkBWyj5s,Sunshine Garden,Kanombe,Kigali,-1.973564,30.132285,OPERATIONAL,2,0.87,6.0,350000.0,3,3.5,0,1,0.5,0,0,0
ChIJaXOLDwCn3BkRDI5OCsPgQjs,A&A Restaurant,Kanombe,Kigali,-1.961699,30.136441,OPERATIONAL,3,1.13,8.5,350000.0,3,3.4,5,1,0.5,0,0,0
ChIJxVGG3G-n3BkRK7EiSAnogIY,Gashongore Restaurant Kabeza Branch,Kanombe,Kigali,-1.961777,30.134759,OPERATIONAL,3,1.13,10.0,350000.0,3,2.0,2,1,0.5,0,1,0
ChIJnb4ntwyh3BkR0ioKDSu5fsc,Arthills Boutique Hôtel,Kibagabaga,Kigali,-1.92039,30.09199,OPERATIONAL,8,2.6,9.0,350000.0,6,4.8,76,1,0.5,0,1,1
ChIJuVE5oCCh3BkR4h7lo5iN0Oo,Annapoorna Restaurant,Kibagabaga,Kigali,-1.920011,30.092194,OPERATIONAL,8,2.6,10.0,350000.0,6,4.7,3,1,0.5,0,1,0
ChIJudFjZLWh3BkRRzfp_dbYPWM,GACURIRO,Kibagabaga,Kigali,-1.922091,30.093923,OPERATIONAL,5,1.8,6.0,350000.0,5,3.5,0,1,0.5,0,0,0
ChIJc6o4SV-h3BkR0pSATSGu_6o,Kalisa kitchen,Kibagabaga,Kigali,-1.917099,30.0939,OPERATIONAL,6,2.07,8.5,350000.0,5,3.5,0,1,0.5,0,1,0
ChIJOReX-feh3BkR8vs9aWRtDDs,Oscar Restaurant,Kibagabaga,Kigali,-1.916583,30.094196,OPERATIONAL,6,2.07,7.5,350000.0,4,5.0,1,1,0.5,0,0,0
ChIJPynm-ruh3BkRZ4eZtNidVnE,Flavors of India by Malvika,Kibagabaga,Kigali,-1.916583,30.094196,OPERATIONAL,6,2.07,10.0,350000.0,4,4.0,1,1,0.5,0,1,0
ChIJlz8jO6Kh3BkRw9UGdMjjZtY,Le Youkounkoun 1965,Kibagabaga,Kigali,-1.923588,30.09446,OPERATIONAL,9,2.87,10.0,350000.0,4,4.0,37,1,0.5,0,1,1
ChIJN74uKQCh3BkRMZrXBvKS7w8,BUNZ,Kibagabaga,Kigali,-1.923495,30.094558,OPERATIONAL,9,2.87,10.0,350000.0,4,5.0,2,1,0.5,0,1,0
ChIJKfgNr6Ch3BkR7QuVzyL25dU,Le Balcon Lounge & Sports Bar,Kibagabaga,Kigali,-1.923483,30.0946,OPERATIONAL,9,2.87,10.0,350000.0,4,4.3,73,1,0.5,0,1,1
ChIJE3jWkTKn3BkRUaRtKELF5E8,Ugarit Mediterranean Restaurant,Kibagabaga,Kigali,-1.926006,30.091657,OPERATIONAL,4,1.4,10.0,350000.0,4,4.7,54,1,0.5,0,1,1
ChIJ3Ra1BNSn3BkREKB-AIRzoLc,Mocha Café Rwanda,Kibagabaga,Kigali,-1.926243,30.091453,OPERATIONAL,4,1.4,10.0,600000.0,4,4.6,318,2,2.1,0,1,1
ChIJ17l-v1yh3BkRzPcRICd48CE,Crêperie Royale,Kibagabaga,Kigali,-1.915709,30.09478,OPERATIONAL,4,1.4,8.5,350000.0,4,5.0,1,1,0.5,0,0,0
ChIJmzj1a_Gh3BkRVyuoVBul2fI,Salama Restaurant,Kibagabaga,Kigali,-1.917712,30.096361,OPERATIONAL,6,1.93,6.0,350000.0,4,3.5,0,1,0.5,0,0,0
ChIJT92ZHQCh3BkRiZ2QTqFTDug,FreshMeals Catering and Meal Prep,Kibagabaga,Kigali,-1.912834,30.088195,OPERATIONAL,2,0.87,10.0,350000.0,3,4.2,6,1,0.5,0,1,0
ChIJadia7S6h3BkR63qQZLLPusg,Mybelyz Health Bar,Kibagabaga,Kigali,-1.920539,30.098217,OPERATIONAL,2,0.8,10.0,350000.0,3,5.0,1,1,0.5,0,1,0
ChIJ9VfGlEuh3BkRvwWB-L4czSs,Star Shine Tonight Kwa Sikitu,Kibagabaga,Kigali,-1.911685,30.089246,OPERATIONAL,2,0.87,10.0,350000.0,3,1.0,1,1,0.5,0,1,0
ChIJSU_F3K-h3BkRAJzRXUirlX8,Mood Coffee Shop & Fast Foods,Kibagabaga,Kigali,-1.912409,30.08589,OPERATIONAL,2,0.87,10.0,350000.0,3,4.8,9,1,0.5,0,1,0
ChIJ0Rp8h2Kh3BkRMfpznioxi5U,MartiDabi,Kibagabaga,Kigali,-1.919478,30.098668,OPERATIONAL,2,0.8,6.0,350000.0,3,3.5,0,1,0.5,0,0,0
ChIJFzci6sym3BkRGFiIcdwPiXA,Masters Pizza,Kibagabaga,Kigali,-1.925244,30.097185,OPERATIONAL,4,1.4,10.0,600000.0,3,3.8,251,2,1.7,1,1,1
ChIJG94uiWmn3BkRk4aVOejgMYo,S B Pizza and Chicken Restaurant,Kibagabaga,Kigali,-1.92527,30.097194,OPERATIONAL,4,1.4,9.0,350000.0,3,3.0,2,1,0.5,1,1,0
ChIJoTFOIABb3BkR31yKXN90rGs,Bosco,Musanze,Northern,-1.5007,29.6325,OPERATIONAL,12,4.07,6.0,350000.0,6,3.5,0,1,0.5,0,0,0
ChIJ07d0TgBb3BkRADX2geA5CUc,Alyan,Musanze,Northern,-1.500722,29.632519,OPERATIONAL,12,4.07,6.0,350000.0,6,3.5,0,1,0.5,0,0,0
ChIJZ6Fqbgtb3BkR5N2dhOh6Pn4,Inkoko business,Musanze,Northern,-1.500722,29.632519,OPERATIONAL,12,4.07,7.5,350000.0,6,4.0,1,1,0.5,0,0,0
ChIJKzJnfXhb3BkRJLhvgfIYRAw,Jolie Bird Accommodation Bar and restaurant,Musanze,Northern,-1.500722,29.632519,OPERATIONAL,12,4.07,8.5,350000.0,6,3.5,0,1,0.5,0,1,0
ChIJ34b_i4xb3BkR2xSciB_ZwGM,EXPRESS BAR RESTO,Musanze,Northern,-1.500722,29.632519,OPERATIONAL,12,4.07,10.0,350000.0,6,4.0,3,1,0.5,0,1,0
ChIJ9cf9RGRb3BkRzCQZ5Y1BsEY,ISOKO COFFEE HOUSE,Musanze,Northern,-1.498447,29.636339,OPERATIONAL,6,2.33,10.0,350000.0,6,4.7,15,1,0.5,0,1,1
ChIJ08OXFERa3BkRgD5Jar7RIH4,Volcana Lounge,Musanze,Northern,-1.502398,29.633734,OPERATIONAL,10,3.33,10.0,600000.0,6,4.1,110,2,0.7,0,1,1
ChIJTSFPFkRa3BkREUsNYbKECQ4,Arizona Snack Bar,Musanze,Northern,-1.50268,29.633772,OPERATIONAL,10,3.33,9.0,350000.0,5,3.5,2,1,0.5,0,1,0
ChIJc-3rZ5pb3BkRGOWU-jc2TfU,The Garden Place Hotel,Musanze,Northern,-1.501688,29.636849,OPERATIONAL,8,2.93,10.0,350000.0,5,4.3,15,1,0.5,0,1,1
ChIJLZhj0gFb3BkRhJQuG-ZeR0M,Mabruki Cafe Resto,Musanze,Northern,-1.503464,29.632608,OPERATIONAL,10,3.4,9.0,350000.0,5,4.1,14,1,0.5,0,1,0
ChIJq6qqqkZa3BkRJvxzCVGU7J8,TM Bed & Breakfast,Musanze,Northern,-1.503464,29.632608,OPERATIONAL,10,3.4,7.5,350000.0,5,5.0,1,1,0.5,0,0,0
ChIJN2Ag87tb3BkRIxVpDePVLm0,Adventure Cafe Rwanda,Musanze,Northern,-1.498399,29.62922,CLOSED_TEMPORARILY,7,2.33,9.0,350000.0,5,4.3,12,1,0.5,0,1,0
ChIJuV9dt39b3BkR5ggbRu2INqM,The Delicious Chinese Restaurant,Musanze,Northern,-1.504252,29.630754,OPERATIONAL,11,3.67,10.0,350000.0,4,3.9,74,1,0.5,0,1,1
ChIJyaFDGVpb3BkRH_xZyVKrolE,Rhapis restaurant and catering services,Musanze,Northern,-1.498054,29.627407,OPERATIONAL,6,2.13,10.0,350000.0,4,4.3,3,1,0.5,0,1,0
ChIJhcO5UK1b3BkRY5UigJbGQqI,Sawa Zone,Musanze,Northern,-1.498846,29.626733,OPERATIONAL,7,2.67,6.0,350000.0,3,3.5,0,1,0.5,0,0,0
ChIJPUt1Xj1b3BkRWFTY8YztH5s,Traveling Roots Ltd,Musanze,Northern,-1.505065,29.629875,OPERATIONAL,5,2.13,10.0,350000.0,3,4.8,171,1,1.1,0,1,1
ChIJH38dQgBb3BkRK1Rt23A4Bug,Urugwiro fast food,Musanze,Northern,-1.497861,29.641682,OPERATIONAL,2,0.8,8.5,350000.0,3,3.5,0,1,0.5,0,1,0
ChIJj-MA76Vb3BkRDjkgGTXBXcc,laxyfastfood,Musanze,Northern,-1.491971,29.630674,OPERATIONAL,0,0.27,8.5,350000.0,3,3.5,0,1,0.5,0,1,0
ChIJA1IkAABb3BkRWaSxoU80PNQ,Chez Mugabo urugwiro Fast food,Musanze,Northern,-1.501501,29.641617,OPERATIONAL,4,1.4,7.5,350000.0,3,4.0,1,1,0.5,0,0,0
ChIJS62RiwNb3BkRc-y7vAqbF5o,The Hotpot Café,Musanze,Northern,-1.504516,29.627302,OPERATIONAL,4,1.87,10.0,350000.0,3,4.8,4,1,0.5,0,1,0
ChIJ24nXj-Rb3BkRdfIrOGxN5tY,Kigali FastBite,Musanze,Northern,-1.501074,29.625553,OPERATIONAL,6,2.2,8.5,350000.0,3,3.5,0,1,0.5,0,1,0
ChIJeWZQZFlb3BkRYFkRuU4I7O0,Planet Suit Restaurant,Musanze,Northern,-1.496093,29.642511,OPERATIONAL,1,0.53,10.0,350000.0,3,4.8,6,1,0.5,0,1,0
ChIJIakEhudb3BkRkxe2g4uft4w,Triple Guest House,Musanze,Northern,-1.50305,29.625892,OPERATIONAL,6,2.47,9.0,350000.0,2,4.8,52,1,0.5,0,1,1
ChIJZ06a6Y5b3BkR_eQVPKi9HJM,MUGUNGA BED & BREAKFAST,Musanze,Northern,-1.505113,29.641643,OPERATIONAL,19,5.6,7.5,350000.0,2,3.0,1,1,0.5,0,0,0
ChIJSR8IZyZb3BkRpSv1VX1Y-94,Restaurant,Musanze,Northern,-1.500311,29.62427,CLOSED_TEMPORARILY,5,1.93,9.0,350000.0,2,2.8,5,1,0.5,0,1,0
ChIJ-XDbp6Fb3BkRhiclDrSXUR4,ESSPASSO Home Boutique,Musanze,Northern,-1.495102,29.624581,OPERATIONAL,2,0.93,9.0,350000.0,2,3.9,15,1,0.5,0,1,1
ChIJsRmtwohb3BkRlrlvdL1HlnQ,Olympic Motel,Musanze,Northern,-1.499675,29.623361,OPERATIONAL,5,1.93,10.0,350000.0,2,4.7,3,1,0.5,0,1,0
ChIJs39Bk3xb3BkRA5eRyEdipUI,K8,Musanze,Northern,-1.508402,29.639185,OPERATIONAL,17,5.07,8.5,350000.0,2,3.5,0,1,0.5,0,1,0
ChIJT2d20C1b3BkRjTXDoIk9LHY,WAKANDA PUB (bar & restaurant and lodges),Musanze,Northern,-1.502584,29.644416,OPERATIONAL,5,1.73,10.0,350000.0,1,4.6,5,1,0.5,0,1,0
ChIJ76fWvcJb3BkRz5EwD3GKYBo,Minnak Restaurant,Musanze,Northern,-1.508775,29.639342,OPERATIONAL,18,5.33,10.0,350000.0,1,3.8,4,1,0.5,0,1,0
ChIJyzEr-l5b3BkRar8QKhnvpok,TETA AGRISTORE,Musanze,Northern,-1.502054,29.644766,OPERATIONAL,4,1.4,8.5,350000.0,1,3.5,0,1,0.5,0,1,0
ChIJlzN1EwBb3BkRkA6LL4BMjGs,Afri-India-Restaurant,Musanze,Northern,-1.510022,29.637564,OPERATIONAL,8,2.6,7.5,350000.0,1,1.0,2,1,0.5,0,0,0
ChIJzc0NxFVb3BkRnDnqvNiP42I,Rafa's Restaurant,Musanze,Northern,-1.508424,29.640939,OPERATIONAL,24,7.07,10.0,350000.0,1,5.0,1,1,0.5,0,1,0
ChIJZwZIJDZa3BkRqEO4RXsQGX8,Nyirantarengwa Coffee resto,Musanze,Northern,-1.507879,29.642173,OPERATIONAL,23,6.8,8.5,350000.0,1,3.5,4,1,0.5,0,0,0
ChIJw_IWTQBb3BkRMThdvjbCJlU,New Kimaranzara Restaurant,Musanze,Northern,-1.508401,29.64162,OPERATIONAL,25,7.4,9.0,350000.0,1,5.0,1,1,0.5,0,1,0
ChIJ8dU6F2hb3BkRT9G12P0ccLQ,Petit Café Français,Musanze,Northern,-1.508929,29.640973,OPERATIONAL,24,7.07,10.0,350000.0,1,3.8,4,1,0.5,0,1,0
ChIJga2MWgBb3BkRdU2edruBQg8,Kigombe River Motel,Musanze,Northern,-1.510533,29.638129,OPERATIONAL,10,3.13,9.0,350000.0,1,5.0,6,1,0.5,0,1,0
ChIJb9Do9LZb3BkRBQdYniSfaOM,La Cortina,Musanze,Northern,-1.508105,29.642498,OPERATIONAL,23,6.8,10.0,350000.0,1,5.0,1,1,0.5,0,1,0
ChIJow5jAgFb3BkReljffPJXZbY,Montana Restaurant/B&B Musanze,Musanze,Northern,-1.507277,29.643396,OPERATIONAL,23,6.8,10.0,350000.0,1,2.9,13,1,0.5,0,1,0
ChIJmaJiSMpb3BkRJQ3zv1DcQsU,Bewell,Musanze,Northern,-1.506908,29.64392,OPERATIONAL,22,6.6,10.0,350000.0,0,4.3,3,1,0.5,0,1,0
ChIJr0OPPgBb3BkRwnmqkriiFjQ,House of Boilo home kitchen,Musanze,Northern,-1.507371,29.643546,OPERATIONAL,23,6.8,10.0,350000.0,0,4.9,9,1,0.5,0,1,0
ChIJ4yQw7j5b3BkRaOdSik5qTZY,Home kitchen,Musanze,Northern,-1.50908,29.641718,OPERATIONAL,25,7.4,10.0,350000.0,0,4.1,10,1,0.5,0,1,0
ChIJg5BJkeNb3BkR5W_ON9Sq7Sg,Star lounge,Musanze,Northern,-1.508038,29.643196,OPERATIONAL,23,6.8,8.5,350000.0,0,5.0,2,1,0.5,0,0,0
ChIJJxKOPLZb3BkRu9p9LssATfg,Lippia Restaurant,Musanze,Northern,-1.507353,29.643893,OPERATIONAL,21,6.27,10.0,350000.0,0,4.3,43,1,0.5,0,1,1
ChIJG4JMQDZa3BkRnQ1m0KdZpLE,Green Garden,Musanze,Northern,-1.509553,29.641857,OPERATIONAL,26,7.73,9.0,350000.0,0,4.8,4,1,0.5,0,1,0
ChIJM0fUbTZa3BkRtEpflA7-5Z4,Silverback Top Link Restaurant,Musanze,Northern,-1.509,29.64321,OPERATIONAL,24,7.07,9.0,350000.0,0,3.8,4,1,0.5,0,1,0
ChIJtW9xCjZa3BkRM5NzpxGfAHc,Bar Stella,Musanze,Northern,-1.508401,29.644118,OPERATIONAL,22,6.53,7.0,350000.0,0,3.5,0,1,0.5,0,0,0
ChIJTaQ7kH1b3BkRV8x75oJoRFs,New no lemy,Musanze,Northern,-1.503513,29.647107,OPERATIONAL,3,1.2,7.5,350000.0,0,5.0,2,1,0.5,0,0,0
ChIJo1ZljzZa3BkRzDaoTG5orFQ,Shakeys Restaurant,Musanze,Northern,-1.510007,29.643353,OPERATIONAL,23,6.8,7.0,350000.0,0,3.5,0,1,0.5,0,0,0
ChIJ6Qp30i5b3BkRKX2SxczW2RM,Patrick ltd,Musanze,Northern,-1.509333,29.644094,OPERATIONAL,21,6.27,10.0,350000.0,0,5.0,2,1,0.5,0,1,0
ChIJwbsBwTZa3BkR3KLH1-y0HMQ,Katima Restaurant,Musanze,Northern,-1.510858,29.642484,OPERATIONAL,24,7.2,10.0,350000.0,0,4.3,11,1,0.5,0,1,0
ChIJaWdpxTVa3BkRVC1u_0rhM7k,8shakeys resto-bar,Musanze,Northern,-1.509043,29.644953,OPERATIONAL,21,6.27,10.0,350000.0,0,3.0,6,1,0.5,0,1,0
ChIJJ6GpLTRa3BkRGQz8EdeFqFU,Woodley Bar,Musanze,Northern,-1.509769,29.644723,CLOSED_TEMPORARILY,21,6.27,9.0,350000.0,0,2.5,4,1,0.5,0,1,0
ChIJjzw7yDVa3BkRNgKBEbTbhd8,Umutekano Bar and Lodge,Musanze,Northern,-1.509325,29.645498,OPERATIONAL,19,5.73,6.0,350000.0,0,3.5,0,1,0.5,0,0,0
ChIJGXXxIj9b3BkR9kmsJs6r0_A,Go-Lax Restaurant,Musanze,Northern,-1.512768,29.641132,OPERATIONAL,10,3.13,10.0,350000.0,0,3.0,2,1,0.5,0,1,0
ChIJSZLPIJ1b3BkRraCdaFsu-FI,Friends Cafe and Restaurant,Musanze,Northern,-1.50164,29.618139,OPERATIONAL,0,0.27,10.0,350000.0,0,5.0,14,1,0.5,0,1,0
ChIJ3dWarTVa3BkRuJxw5IVbkCc,Bar Inguni y'Amahoro,Musanze,Northern,-1.509442,29.646341,OPERATIONAL,17,5.2,8.5,350000.0,0,3.7,3,1,0.5,0,0,0
ChIJQ-eKkdVb3BkRM7Q4YqefPB4,Kwa nyiraneza (maneza),Musanze,Northern,-1.511199,29.623148,OPERATIONAL,0,0.27,7.5,350000.0,0,3.5,0,1,0.5,0,1,0
ChIJ34oR0Epa3BkRE3wjibm_u3E,Chantal Mini Bar,Musanze,Northern,-1.5058,29.649244,OPERATIONAL,2,0.87,10.0,350000.0,0,3.4,9,1,0.5,0,1,0
ChIJ3W5VBgBb3BkRuuYcsdtqCX8,UBUMWE RESTO - 🍻,Musanze,Northern,-1.50852,29.648365,OPERATIONAL,7,2.4,10.0,350000.0,0,4.3,3,1,0.5,0,1,0
ChIJWV8nTAB_3BkRQhwe8YYujL0,Ebenezer Restaurant,Byumba,Northern,-1.578716,30.068107,OPERATIONAL,1,0.53,9.0,350000.0,6,5.0,1,1,0.5,0,1,0
ChIJTaklZgd-3BkRT_rXSzhZDaI,Nice Garden,Byumba,Northern,-1.580014,30.067192,OPERATIONAL,1,0.53,10.0,600000.0,5,3.7,66,2,0.5,0,1,0
ChIJsSxmOOx93BkRhZjSG3y5lss,Bar la confiane,Byumba,Northern,-1.576224,30.063692,OPERATIONAL,0,0.27,9.0,350000.0,5,3.2,11,1,0.5,0,1,0
ChIJH6zUIQCH3BkRix7pZs2E9lI,IKAZE RESTAURANT,Byumba,Northern,-1.588237,30.055919,OPERATIONAL,0,0.27,8.5,350000.0,0,5.0,3,1,0.5,0,0,0
ChIJ7YiDn3WR3BkRyiJOWpKZZuk,BAR 🍺 SAWASAWA,Rulindo,Northern,-1.742249,29.944501,OPERATIONAL,0,0.33,7.5,350000.0,0,4.0,1,1,0.5,0,0,0
ChIJ752mmPgMwxkRlvBJT-JsFKc,Casa Hotel Ltd,Huye,Southern,-2.605286,29.740779,OPERATIONAL,17,5.27,9.0,350000.0,2,3.9,171,1,1.1,0,1,1
ChIJ2f2vQQsNwxkRON7qvLvAw6A,La GUSTO,Huye,Southern,-2.597004,29.739518,OPERATIONAL,6,1.93,10.0,350000.0,7,4.1,18,1,0.5,0,1,1
ChIJC84-5vcMwxkRZ-p-kNxx09g,Cactus,Huye,Southern,-2.595659,29.743161,CLOSED_TEMPORARILY,4,1.53,9.0,350000.0,5,3.6,5,1,0.5,0,1,0
ChIJlxAndeINwxkRI0959SRUW5Y,E-Bis,Huye,Southern,-2.599712,29.742629,OPERATIONAL,13,4.0,10.0,350000.0,5,3.8,120,1,0.8,0,1,1
ChIJMfDYWgANwxkRMdlesPfZg9A,Amoefi's villa,Huye,Southern,-2.600517,29.74192,OPERATIONAL,14,4.27,6.0,350000.0,5,3.5,0,1,0.5,0,0,0
ChIJWVQ9BgANwxkRFy5znXvMhug,Safi safi HUYE restaurant,Huye,Southern,-2.600517,29.74192,OPERATIONAL,14,4.27,7.0,350000.0,5,3.5,0,1,0.5,0,0,0
ChIJca7UBTkNwxkR2GcBamZfWmU,Habical bar& restaurant,Huye,Southern,-2.600517,29.74192,OPERATIONAL,14,4.27,7.0,350000.0,5,3.5,0,1,0.5,0,0,0
ChIJzd_SpL0NwxkRACtfUSyWaT4,Chez Egide,Huye,Southern,-2.600517,29.74192,OPERATIONAL,14,4.27,7.0,350000.0,5,3.5,0,1,0.5,0,0,0
ChIJD1xj8WAMwxkRO7bBrxhhV0w,Chinese Restaurant - Good to Back,Huye,Southern,-2.601023,29.741976,OPERATIONAL,16,4.87,10.0,350000.0,4,4.1,309,1,2.1,0,1,1
ChIJJ-AYsykNwxkR003HwbomVlw,Africano Restaurant in Huye - Rwanda / Gout Africain Ltd,Huye,Southern,-2.599813,29.743562,OPERATIONAL,10,3.13,10.0,350000.0,4,3.8,113,1,0.8,0,1,1
ChIJXWr5618MwxkRo_EI-wi1xOk,Amafu ya Huye,Huye,Southern,-2.602483,29.741417,OPERATIONAL,18,5.6,10.0,350000.0,4,3.7,198,1,1.3,0,1,0
ChIJXzcJ3V8MwxkRC3o8KZde9dg,Hotel Mu Gisaza,Huye,Southern,-2.602983,29.740841,OPERATIONAL,21,6.4,9.0,350000.0,3,3.5,25,1,0.5,0,1,0
ChIJxevRCgANwxkRmB1Ri5oqgqI,Huye Complex Car park,Huye,Southern,-2.590187,29.743588,OPERATIONAL,4,1.87,10.0,350000.0,3,3.0,8,1,0.5,0,1,0
ChIJq4_0XPUMwxkRNhVeJbdsbIA,Cascade Restaurant,Huye,Southern,-2.602354,29.74319,OPERATIONAL,16,4.87,10.0,350000.0,3,3.5,18,1,0.5,0,1,0
ChIJOTcscQgNwxkRCCUp9TbpHFc,City Snack Resto Bar,Huye,Southern,-2.603569,29.740625,OPERATIONAL,21,6.4,10.0,350000.0,3,4.1,29,1,0.5,0,1,1
ChIJ6620jtUNwxkRFaNFqJTm3tU,BIG SINAPOSI,Huye,Southern,-2.59056,29.744901,OPERATIONAL,4,1.87,9.0,350000.0,3,5.0,1,1,0.5,0,1,0
ChIJE74MVwANwxkRh_N0MiZqMtw,New TEQUILA Bar & Fast Food,Huye,Southern,-2.603773,29.741023,OPERATIONAL,20,6.13,7.0,350000.0,3,3.5,0,1,0.5,0,0,0
ChIJt8AIAAANwxkRLafS467cdlI,Hotel Saint NOLAN,Huye,Southern,-2.590396,29.744814,OPERATIONAL,4,1.87,9.0,350000.0,3,4.3,4,1,0.5,0,1,0
ChIJ4witUfEMwxkRqo8UMBQdKJ8,Hotel Mater Boni Consilii,Huye,Southern,-2.596754,29.747254,OPERATIONAL,2,1.07,9.0,350000.0,3,4.1,360,1,2.4,0,1,1
ChIJUTnGBDwNwxkROqET_DTboC8,Eden café,Huye,Southern,-2.60437,29.739817,OPERATIONAL,21,6.4,10.0,350000.0,3,3.9,43,1,0.5,0,1,1
